etudiant_id,niveau,filiere,moy_semestre_prec,note_cc1,note_cc2,note_cc3,taux_absence,nb_echecs_anterieurs,evolution_notes,participation,a_risque
ETU01035,L3,Ingénierie,18.91,17.37,18.64,16.27,22.32,2,-1.1,1.37,0
ETU01036,L1,Informatique,11.46,11.23,12.34,10.96,30.56,2,-0.27,0.37,0
ETU01037,L1,Ingénierie,16.58,13.27,12.29,10.73,31.18,4,-2.54,8.52,0
ETU01038,L2,Droit,15.68,10.05,8.49,5.72,35.52,3,-4.32,5.93,1
ETU01039,L2,Droit,11.89,9.04,9.27,7.92,33.75,3,-1.13,0.46,1
ETU01040,L1,Médecine,18.05,7.84,8.88,7.8,16.58,0,-0.04,1.59,0
ETU01041,L1,Médecine,11.13,17.77,18.57,18.18,25.99,2,0.41,2.8,0
ETU01042,M2,Droit,13.35,16.19,15.62,18.46,19.33,3,2.27,2.63,0
ETU01043,M2,Informatique,7.38,6.87,7.51,7.41,4.72,2,0.55,5.48,0
ETU01044,L2,Ingénierie,8.94,15.45,17.91,17.96,32.87,4,2.5,3.99,0
ETU01045,M1,Informatique,16.93,10.86,11.37,12.43,24.07,2,1.57,8.82,0
ETU01046,L1,Ingénierie,11.16,5.22,2.97,2.91,2.32,1,-2.31,7.19,0
ETU01047,M2,Droit,11.12,12.4,12.9,13.8,27.07,4,1.41,9.11,0
ETU01048,M2,Droit,9.2,6.82,10.09,10.81,11.32,1,3.99,8.63,0
ETU01049,L1,Médecine,12.39,7.94,6.21,6.69,2.77,2,-1.25,9.21,0
ETU01050,L2,Ingénierie,16.48,14.74,14.99,19.44,24.26,0,4.69,9.8,0
ETU01051,L2,Informatique,17.64,8.6,8.46,10.13,29.29,0,1.53,3.12,0
ETU01052,L1,Ingénierie,6.91,17.49,17.83,16.51,20.69,0,-0.98,2.1,0
ETU01053,L2,Médecine,13.47,14.2,14.69,15.55,0.23,2,1.35,1.65,0
ETU01054,M1,Gestion,12.07,16.65,18.56,17.67,23.08,4,1.02,6.28,0
ETU01055,M1,Droit,13.99,13.61,13.94,14.91,0.26,0,1.3,6.81,0
ETU01056,L1,Médecine,11.81,17.16,19.28,17.52,37.06,4,0.35,0.88,0
ETU01057,L2,Informatique,11.18,10.06,10.09,8.73,10.69,4,-1.34,8.21,0
ETU01058,M2,Droit,12.13,12.69,12.36,13.18,34.84,0,0.49,7.83,0
ETU01059,M2,Médecine,13.57,12.22,11.42,13.22,0.48,0,0.99,6.28,0
ETU01060,L3,Droit,12.51,17.65,15.13,16.18,3.89,4,-1.47,4.36,0
ETU01061,M1,Droit,12.14,7.31,7.92,9.5,18.06,2,2.19,1.54,0
ETU01062,L2,Droit,16.63,13.09,16.37,17.23,30.34,0,4.14,5.06,0
ETU01063,M2,Droit,15.69,15.56,16.45,17.01,37.7,4,1.45,1.59,1
ETU01064,L3,Ingénierie,10.44,10.18,11.41,10.96,20.84,2,0.77,6.05,0
ETU01065,M1,Ingénierie,16.41,17.15,16.73,18.25,14.22,3,1.1,3.1,0
ETU01066,L2,Ingénierie,17.1,10.22,10.06,11.89,1.78,3,1.67,2.47,0
ETU01067,L1,Informatique,8.0,7.43,9.1,9.31,23.35,1,1.88,4.41,0
ETU01068,L3,Gestion,13.57,13.18,16.39,16.51,15.2,1,3.34,5.81,0
ETU01069,L3,Ingénierie,9.71,10.89,13.32,16.01,36.37,0,5.12,3.67,0
ETU01070,L3,Médecine,15.61,5.21,6.62,6.89,19.2,2,1.68,9.64,0
ETU01071,M2,Gestion,9.1,5.98,6.23,6.64,30.62,4,0.67,0.06,1
ETU01072,M1,Médecine,14.73,7.73,8.25,9.27,33.93,3,1.54,9.13,0
ETU01073,L2,Droit,9.32,15.77,14.84,14.99,3.93,3,-0.78,0.01,0
ETU01074,L3,Ingénierie,12.64,17.49,15.52,14.59,17.63,0,-2.9,2.17,0
ETU01075,L1,Droit,18.33,12.64,11.15,12.02,35.75,2,-0.62,9.96,0
ETU01076,M1,Droit,10.96,6.48,6.75,6.99,16.98,4,0.52,7.28,0
ETU01077,L1,Médecine,17.38,12.48,12.24,15.31,22.61,0,2.83,6.44,0
ETU01078,L1,Informatique,18.83,16.98,14.97,16.46,34.92,1,-0.52,7.26,0
ETU01079,L3,Médecine,17.37,15.49,15.64,15.04,9.3,3,-0.45,4.08,0
ETU01080,M2,Gestion,8.16,9.08,8.8,10.19,35.78,0,1.12,7.84,0
ETU01081,L2,Informatique,16.66,6.73,5.18,5.94,15.88,1,-0.8,1.55,0
ETU01082,L1,Informatique,6.42,17.61,17.25,19.52,23.72,4,1.91,7.94,0
ETU01083,L1,Informatique,11.11,16.96,16.68,16.19,13.12,0,-0.77,9.4,0
ETU01084,M2,Informatique,17.32,5.75,5.03,5.61,21.08,2,-0.14,8.58,0
ETU01085,M1,Informatique,14.95,16.53,18.12,18.27,1.97,1,1.74,7.4,0
ETU01086,L3,Gestion,12.93,6.36,3.71,4.09,2.61,1,-2.27,6.51,0
ETU01087,M2,Ingénierie,11.04,5.89,3.11,2.08,16.59,1,-3.81,5.21,0
ETU01088,L1,Informatique,16.56,15.62,15.83,16.99,13.4,1,1.37,3.95,0
ETU01089,M1,Médecine,15.22,12.51,12.85,13.78,24.63,3,1.27,8.66,0
ETU01090,L2,Ingénierie,12.09,10.8,11.61,13.84,1.52,0,3.03,6.47,0
ETU01091,L2,Ingénierie,17.6,17.65,17.05,17.33,6.71,0,-0.32,4.35,0
ETU01092,M2,Gestion,8.99,16.75,15.57,15.26,8.38,1,-1.49,7.85,0
ETU01093,M2,Informatique,8.22,5.81,6.0,7.48,17.62,4,1.67,0.54,0
ETU01094,M2,Gestion,14.36,13.63,13.16,12.27,9.87,1,-1.35,8.13,0
ETU01095,L1,Médecine,18.64,15.81,18.34,20.0,5.51,0,4.19,8.11,0
ETU01096,M1,Médecine,9.21,12.71,12.42,14.34,23.9,2,1.64,2.29,0
ETU01097,L2,Informatique,9.25,18.76,18.88,20.0,29.75,3,1.24,0.38,0
ETU01098,L2,Gestion,7.81,14.6,18.52,19.38,27.41,2,4.78,7.14,0
ETU01099,L1,Médecine,17.19,6.46,6.37,5.94,11.05,0,-0.52,2.0,0
ETU01100,L3,Médecine,8.94,7.78,8.81,9.27,34.18,4,1.5,9.96,1
ETU01101,M2,Gestion,12.54,16.57,17.74,18.61,24.47,4,2.04,0.09,0
ETU01102,L2,Ingénierie,18.88,18.95,20.0,19.71,24.59,4,0.76,2.3,0
ETU01103,L3,Ingénierie,6.16,6.38,7.01,9.31,8.51,4,2.93,0.42,0
ETU01104,M1,Gestion,13.23,6.4,6.9,8.07,9.69,1,1.66,7.83,0
ETU01105,M1,Droit,12.66,15.69,16.04,15.0,18.99,2,-0.69,5.79,0
ETU01106,L2,Droit,16.5,5.9,5.24,8.36,9.51,4,2.46,8.48,0
ETU01107,L1,Médecine,10.62,5.96,6.65,7.09,27.52,2,1.13,9.63,0
ETU01108,M2,Gestion,11.33,17.44,20.0,19.35,12.34,4,1.9,6.1,0
ETU01109,L3,Gestion,8.18,16.21,18.22,17.28,6.08,3,1.07,2.32,0
ETU01110,M1,Droit,15.63,17.34,18.0,20.0,6.06,4,2.66,0.93,0
ETU01111,L3,Gestion,16.2,14.11,15.59,18.63,5.09,0,4.52,8.66,0
ETU01112,L2,Droit,7.78,9.52,8.41,10.23,17.59,3,0.71,2.45,0
ETU01113,L2,Ingénierie,11.11,17.69,17.5,19.78,0.12,4,2.09,8.94,0
ETU01114,M1,Gestion,17.61,9.18,10.8,12.93,21.69,0,3.75,8.78,0
ETU01115,M2,Ingénierie,6.04,8.86,11.29,12.42,11.93,3,3.57,6.28,0
ETU01116,L2,Droit,9.88,17.41,16.45,17.25,22.1,0,-0.16,6.04,0
ETU01117,L1,Informatique,13.22,14.53,14.01,15.12,37.42,4,0.58,9.51,0
ETU01118,L1,Droit,10.34,17.54,20.0,20.0,34.76,4,2.46,7.56,0
ETU01119,L3,Droit,9.54,7.18,7.53,6.71,23.06,0,-0.47,6.83,0
ETU01120,L2,Informatique,11.98,18.33,20.0,20.0,16.72,2,1.67,4.36,0
ETU01121,M2,Droit,8.36,13.58,14.09,16.58,27.93,1,3.0,4.84,0
ETU01122,L2,Informatique,12.89,14.35,14.92,14.91,36.93,4,0.56,3.89,0
ETU01123,L3,Médecine,15.19,17.8,17.54,17.37,19.58,1,-0.43,9.46,0
ETU01124,L2,Droit,13.48,10.33,11.94,12.96,3.97,3,2.63,6.38,0
ETU01125,L3,Gestion,7.21,15.07,17.31,16.64,30.64,0,1.56,7.8,0
ETU01126,M1,Informatique,16.98,13.96,12.61,10.94,0.42,1,-3.03,0.37,0
ETU01127,M1,Droit,8.27,16.03,15.7,17.72,30.59,4,1.69,8.52,0
ETU01128,M1,Médecine,15.94,17.56,19.13,18.75,3.4,1,1.2,4.18,0
ETU01129,L3,Droit,10.69,14.52,14.53,14.85,4.26,3,0.33,7.37,0
ETU01130,L3,Ingénierie,16.18,5.95,5.41,4.79,31.27,4,-1.16,0.4,0
ETU01131,L2,Informatique,8.68,7.56,9.28,11.49,27.58,4,3.93,8.94,0
ETU01132,M2,Médecine,8.43,18.36,20.0,20.0,22.48,0,1.64,6.6,0
ETU01133,M1,Droit,12.46,18.56,18.09,18.03,32.82,1,-0.54,4.58,0
ETU01134,M2,Gestion,6.43,18.54,19.06,17.59,34.05,3,-0.95,3.04,1
ETU01135,M1,Gestion,8.93,5.52,3.9,3.68,18.3,4,-1.83,3.11,0
ETU01136,L1,Droit,15.41,10.35,9.21,10.37,39.85,4,0.01,3.03,1
ETU01137,L2,Informatique,16.89,15.64,16.02,16.6,14.3,3,0.97,1.31,0
ETU01138,L3,Médecine,7.05,15.54,15.79,16.25,6.86,0,0.71,4.64,0
ETU01139,L2,Droit,17.47,6.2,4.95,5.57,33.84,3,-0.63,4.53,0
ETU01140,M2,Médecine,16.37,13.53,12.66,14.1,16.62,1,0.56,4.12,0
ETU01141,L3,Droit,17.31,7.0,5.6,5.84,34.98,4,-1.16,7.03,0
ETU01142,L2,Ingénierie,15.08,11.9,12.79,13.76,2.45,2,1.86,4.2,0
ETU01143,L3,Informatique,14.76,8.36,5.6,4.42,4.44,0,-3.93,0.89,0
ETU01144,L2,Droit,12.83,5.74,4.43,8.56,1.61,4,2.81,8.52,0
ETU01145,L1,Droit,14.49,6.12,3.53,3.4,24.08,4,-2.72,4.25,0
ETU01146,M2,Gestion,17.95,17.75,18.58,19.19,33.27,2,1.43,6.55,0
ETU01147,M2,Médecine,7.31,15.43,12.92,14.07,16.11,4,-1.35,9.3,0
ETU01148,M1,Gestion,10.1,18.05,18.29,17.98,3.63,0,-0.07,7.67,0
ETU01149,L2,Médecine,6.94,11.58,14.24,14.55,14.94,1,2.97,5.39,0
ETU01150,M2,Ingénierie,18.28,10.79,13.5,13.79,13.92,0,3.0,5.45,0
ETU01151,L2,Ingénierie,11.79,10.02,7.51,6.44,25.74,1,-3.58,8.5,0
ETU01152,M2,Médecine,14.78,13.63,14.28,15.23,26.09,1,1.61,8.24,0
ETU01153,M2,Médecine,16.93,9.92,8.64,6.46,4.12,2,-3.46,1.79,0
ETU01154,L1,Ingénierie,18.88,15.45,13.86,16.79,16.81,1,1.34,6.27,0
ETU01155,L2,Ingénierie,8.1,16.22,16.25,17.74,25.7,2,1.52,8.66,0
ETU01156,M1,Médecine,16.39,17.26,19.3,20.0,10.35,1,2.74,8.03,0
ETU01157,L2,Ingénierie,17.54,8.4,9.5,7.19,16.28,1,-1.21,1.25,0
ETU01158,M2,Ingénierie,6.64,12.38,11.51,10.62,24.55,4,-1.76,4.36,0
ETU01159,M1,Informatique,15.8,8.13,9.39,11.77,16.11,2,3.64,5.18,0
ETU01160,L2,Droit,10.61,5.53,2.36,8.89,1.23,0,3.36,2.58,0
ETU01161,M1,Gestion,14.43,14.91,13.98,16.07,8.9,1,1.16,6.79,0
ETU01162,L1,Ingénierie,12.68,12.69,11.65,13.51,31.04,4,0.82,4.76,0
ETU01163,L2,Médecine,9.38,15.13,15.45,16.54,9.94,0,1.4,2.98,0
ETU01164,L1,Ingénierie,7.76,6.23,6.12,5.15,32.71,4,-1.08,3.37,1
ETU01165,L1,Gestion,7.52,18.94,18.93,20.0,18.68,1,1.06,8.57,0
ETU01166,M1,Ingénierie,7.34,18.92,18.86,17.51,18.92,3,-1.41,8.66,0
ETU01167,L1,Informatique,14.29,11.51,11.74,10.23,30.82,2,-1.28,8.12,0
ETU01168,M1,Ingénierie,10.57,17.12,18.14,16.52,15.33,3,-0.6,9.14,0
ETU01169,L1,Gestion,8.82,8.41,8.83,10.6,9.54,3,2.19,9.52,0
ETU01170,M2,Droit,14.99,15.33,15.1,15.31,4.2,0,-0.01,4.92,0
ETU01171,M2,Médecine,14.93,17.31,18.11,18.56,26.88,1,1.25,0.97,0
ETU01172,L2,Médecine,13.01,16.41,17.84,18.12,18.8,2,1.72,8.0,0
ETU01173,L3,Gestion,18.15,16.36,15.73,14.34,32.38,1,-2.02,6.33,0
ETU01174,M1,Droit,11.01,11.48,11.59,10.89,18.31,1,-0.6,3.81,0
ETU01175,L3,Droit,16.87,16.48,18.42,17.79,16.59,4,1.31,9.76,0
ETU01176,L1,Médecine,6.98,14.67,13.22,11.41,11.95,1,-3.26,3.39,0
ETU01177,M2,Gestion,15.62,6.85,9.76,9.31,7.98,0,2.45,9.08,0
ETU01178,M2,Médecine,18.85,6.6,4.79,3.47,33.22,2,-3.13,5.93,0
ETU01179,L3,Médecine,17.01,15.81,15.49,16.66,3.81,0,0.85,0.37,0
ETU01180,L3,Médecine,13.54,13.76,12.53,13.82,36.09,0,0.07,8.6,0
ETU01181,L1,Ingénierie,14.15,12.27,15.75,14.11,1.08,4,1.84,7.62,0
ETU01182,M1,Droit,10.59,17.7,17.15,17.0,20.89,1,-0.7,6.42,0
ETU01183,L3,Droit,14.83,14.23,13.68,16.77,2.33,0,2.53,6.15,0
ETU01184,L2,Médecine,16.02,10.55,10.19,9.02,31.18,3,-1.53,2.19,0
ETU01185,L2,Médecine,18.98,10.8,11.14,12.08,8.46,2,1.28,2.14,0
ETU01186,L1,Ingénierie,12.4,13.47,13.18,13.64,22.64,2,0.17,0.29,0
ETU01187,M1,Droit,6.8,15.64,15.64,17.58,36.66,2,1.94,1.54,1
ETU01188,L1,Médecine,13.75,12.9,7.81,8.55,25.97,0,-4.35,3.36,0
ETU01189,L3,Informatique,7.55,12.12,12.41,12.06,7.13,4,-0.06,5.41,0
ETU01190,M2,Droit,9.18,15.18,15.4,15.8,31.87,0,0.63,1.31,0
ETU01191,L1,Gestion,10.27,14.87,16.63,17.05,17.66,2,2.18,5.58,0
ETU01192,L1,Ingénierie,15.5,16.62,18.79,18.95,0.53,1,2.33,2.63,0
ETU01193,M1,Informatique,8.39,5.88,5.79,4.12,19.47,3,-1.76,2.54,0
ETU01194,M2,Médecine,8.15,15.57,16.99,19.16,32.5,2,3.59,9.48,0
ETU01195,L1,Ingénierie,6.58,12.19,10.74,12.64,17.2,1,0.45,9.92,0
ETU01196,L2,Droit,17.35,6.05,7.4,6.13,30.34,2,0.08,8.11,0
ETU01197,M1,Médecine,15.02,14.51,13.85,13.7,28.22,1,-0.81,0.54,0
ETU01198,L3,Droit,6.52,15.03,13.45,13.42,18.28,0,-1.61,7.29,0
ETU01199,L3,Médecine,6.37,12.33,12.25,10.82,12.93,4,-1.51,1.78,0
ETU01200,L2,Médecine,13.26,16.11,18.41,15.91,29.06,3,-0.2,5.69,0
ETU01201,L3,Gestion,9.67,9.2,9.67,8.97,14.76,3,-0.23,8.94,0
ETU01202,L1,Médecine,13.76,7.83,10.27,10.04,6.8,4,2.21,3.8,0
ETU01203,M2,Ingénierie,11.65,9.91,8.99,7.13,12.83,4,-2.78,9.29,0
ETU01204,L3,Gestion,18.0,10.74,12.51,13.08,35.07,2,2.34,7.08,0
ETU01205,L2,Gestion,9.74,14.74,13.96,16.01,11.34,3,1.27,3.01,0
ETU01206,L2,Gestion,14.83,16.84,17.38,18.94,9.4,2,2.1,0.95,0
ETU01207,L2,Ingénierie,6.7,15.09,15.62,15.73,5.34,1,0.63,8.15,0
ETU01208,L3,Ingénierie,18.43,7.44,8.63,6.17,2.21,3,-1.27,4.58,0
ETU01209,L1,Gestion,18.75,10.13,10.7,12.08,39.07,4,1.95,0.73,1
ETU01210,M1,Ingénierie,15.61,7.22,6.31,6.83,21.47,4,-0.39,1.03,0
ETU01211,L1,Médecine,12.05,14.61,16.13,17.07,29.19,2,2.46,9.67,0
ETU01212,L2,Droit,8.86,8.47,11.27,14.48,30.92,4,6.0,2.43,0
ETU01213,M2,Ingénierie,16.56,12.36,11.68,10.74,14.09,0,-1.61,9.67,0
ETU01214,L3,Ingénierie,15.57,16.09,13.53,9.52,31.96,0,-6.57,6.81,0
ETU01215,M2,Ingénierie,8.89,14.39,15.34,14.06,38.46,2,-0.33,3.0,1
ETU01216,M1,Droit,11.87,9.18,8.88,9.91,29.67,1,0.73,3.84,0
ETU01217,M1,Gestion,12.02,9.66,9.66,10.0,28.47,4,0.34,7.77,0
ETU01218,L1,Informatique,16.74,14.15,15.18,13.66,17.29,0,-0.49,4.35,0
ETU01219,L3,Ingénierie,14.89,12.69,12.21,10.38,33.65,2,-2.31,0.75,0
ETU01220,L2,Médecine,14.36,6.35,6.15,5.91,3.55,3,-0.44,2.3,0
ETU01221,L1,Médecine,14.45,17.24,17.29,15.72,29.99,0,-1.52,8.6,0
ETU01222,L1,Informatique,9.52,12.18,14.58,15.66,14.48,0,3.49,6.96,0
ETU01223,L1,Ingénierie,10.83,11.63,11.87,11.56,22.64,2,-0.07,5.01,0
ETU01224,L1,Informatique,6.59,7.78,6.12,5.48,35.72,4,-2.29,2.45,1
ETU01225,L3,Droit,16.23,10.28,8.68,7.85,24.2,0,-2.43,4.75,0
ETU01226,L1,Ingénierie,11.63,9.66,10.07,10.76,1.02,0,1.1,7.89,0
ETU01227,M2,Gestion,11.7,8.79,7.3,7.66,28.9,4,-1.13,0.82,0
ETU01228,L3,Droit,9.19,12.94,10.8,11.4,37.16,3,-1.54,9.95,1
ETU01229,M2,Ingénierie,8.72,11.47,12.63,13.2,25.68,3,1.72,8.6,0
ETU01230,L1,Gestion,13.64,17.45,18.68,18.87,34.46,1,1.42,3.18,0
ETU01231,L1,Informatique,9.02,18.18,17.83,16.58,33.01,1,-1.6,8.71,0
ETU01232,M2,Droit,6.83,8.07,8.71,7.92,34.45,2,-0.16,6.82,1
ETU01233,L2,Médecine,15.98,6.4,6.88,6.59,13.76,1,0.19,6.66,0
ETU01234,M1,Droit,10.89,15.99,17.1,20.0,18.97,2,4.01,1.4,0
ETU01235,L1,Droit,10.94,18.93,20.0,18.31,33.92,4,-0.62,9.06,0
ETU01236,L1,Médecine,11.61,17.09,13.38,13.05,36.42,3,-4.04,4.5,1
ETU01237,L3,Informatique,16.6,5.33,5.17,5.62,5.87,4,0.29,8.03,0
ETU01238,L3,Gestion,10.17,8.52,9.49,9.34,7.26,2,0.82,3.0,0
ETU01239,L1,Ingénierie,15.85,5.61,5.19,7.1,13.87,3,1.5,3.08,0
ETU01240,L1,Gestion,18.21,16.49,16.75,16.58,30.81,2,0.09,9.65,0
ETU01241,L2,Ingénierie,14.59,13.14,14.47,14.41,35.0,3,1.27,4.97,0
ETU01242,L1,Droit,11.61,12.19,12.51,14.04,23.21,3,1.84,0.6,0
ETU01243,M2,Ingénierie,15.72,12.76,15.22,18.24,4.53,4,5.48,8.36,0
ETU01244,M2,Médecine,11.95,8.53,10.42,12.84,12.15,4,4.3,2.27,0
ETU01245,L1,Droit,11.39,13.42,13.45,13.54,34.28,0,0.12,8.79,0
ETU01246,L3,Ingénierie,12.83,5.43,5.33,5.56,13.9,3,0.13,9.16,0
ETU01247,L2,Gestion,10.13,14.04,9.97,10.34,4.11,3,-3.71,0.73,0
ETU01248,L1,Gestion,7.36,15.28,14.99,15.51,12.08,3,0.23,5.82,0
ETU01249,M1,Médecine,11.39,14.42,12.59,11.62,32.27,0,-2.8,9.82,1
ETU01250,M2,Ingénierie,7.61,9.65,10.18,11.89,19.74,2,2.24,9.31,0
ETU01251,M1,Informatique,11.34,16.57,17.0,17.61,6.86,4,1.04,5.25,0
ETU01252,M2,Ingénierie,13.24,15.02,16.26,16.49,12.51,4,1.48,6.8,0
ETU01253,M1,Droit,18.1,6.8,9.09,7.48,38.14,1,0.69,6.04,0
ETU01254,L3,Gestion,6.47,7.73,7.89,8.29,17.28,2,0.55,2.03,0
ETU01255,M2,Informatique,14.08,13.92,17.54,15.0,17.66,4,1.08,6.53,0
ETU01256,M1,Informatique,11.95,9.05,9.6,9.03,6.12,4,-0.02,3.33,0
ETU01257,M1,Droit,6.26,6.67,4.91,4.36,12.18,1,-2.31,3.38,0
ETU01258,M1,Médecine,9.24,7.17,6.53,7.26,32.59,4,0.09,4.2,1
ETU01259,L1,Informatique,7.54,7.32,6.96,10.08,31.45,4,2.76,8.52,1
ETU01260,M1,Ingénierie,8.82,11.69,12.78,13.94,17.42,0,2.25,2.38,0
ETU01261,M1,Droit,9.57,13.5,12.28,14.76,35.75,0,1.25,2.51,0
ETU01262,L3,Informatique,11.22,7.47,7.22,8.49,15.21,0,1.02,0.07,0
ETU01263,L3,Ingénierie,12.88,14.97,14.93,16.92,34.57,0,1.95,1.55,0
ETU01264,M2,Informatique,6.01,8.93,8.46,11.55,1.26,3,2.61,9.79,0
ETU01265,L1,Médecine,8.1,9.36,10.78,9.98,13.89,1,0.62,4.34,0
ETU01266,L3,Médecine,7.22,8.13,9.29,8.4,34.2,3,0.27,1.95,1
ETU01267,M1,Ingénierie,13.15,15.99,17.94,19.25,36.05,0,3.25,9.66,0
ETU01268,L2,Ingénierie,10.28,18.44,18.14,18.44,30.26,3,-0.0,0.27,0
ETU01269,L2,Ingénierie,13.13,11.89,13.9,14.53,26.79,3,2.63,4.84,0
ETU01270,L1,Informatique,8.88,5.59,3.74,3.67,32.62,4,-1.92,8.05,1
ETU01271,L2,Gestion,6.31,8.65,6.77,6.17,28.3,1,-2.48,7.73,1
ETU01272,L2,Gestion,18.24,7.21,5.59,8.32,10.17,2,1.11,1.89,0
ETU01273,M2,Gestion,7.41,16.8,17.01,15.66,18.65,2,-1.14,7.08,0
ETU01274,L1,Gestion,7.65,6.19,8.19,9.52,26.43,1,3.33,6.22,1
ETU01275,M1,Gestion,7.91,18.53,17.83,18.91,23.51,3,0.38,6.75,0
ETU01276,L1,Ingénierie,18.76,13.24,12.72,10.66,35.4,2,-2.58,2.66,0
ETU01277,M1,Ingénierie,14.03,12.25,12.12,11.18,18.95,4,-1.07,8.11,0
ETU01278,L3,Médecine,13.93,16.86,17.92,17.23,7.12,0,0.37,5.59,0
ETU01279,L3,Droit,18.83,5.39,4.87,6.02,8.58,1,0.63,7.25,0
ETU01280,M2,Droit,7.15,15.88,15.28,15.03,33.84,2,-0.85,9.4,0
ETU01281,M1,Médecine,18.67,6.63,4.81,4.99,0.35,2,-1.65,8.55,0
ETU01282,L1,Ingénierie,8.65,16.77,16.11,14.23,34.77,4,-2.54,7.82,0
ETU01283,L2,Droit,14.1,12.41,14.37,18.16,2.22,3,5.76,2.9,0
ETU01284,L2,Droit,11.46,5.86,6.19,6.6,15.67,0,0.74,0.54,0
ETU01285,M1,Ingénierie,10.99,16.67,15.76,16.8,32.01,2,0.14,5.75,0
ETU01286,M2,Ingénierie,18.11,5.38,7.44,6.93,16.3,4,1.54,0.35,0
ETU01287,M1,Gestion,7.94,6.94,6.26,5.58,32.89,4,-1.36,7.14,1
ETU01288,L3,Gestion,18.96,16.17,18.5,20.0,4.01,4,3.83,7.37,0
ETU01289,M1,Gestion,10.93,11.51,13.81,11.24,20.46,2,-0.27,5.63,0
ETU01290,M1,Informatique,14.43,17.34,17.62,18.34,23.3,0,1.0,1.68,0
ETU01291,L1,Médecine,18.58,13.9,11.85,10.33,35.63,1,-3.57,8.76,0
ETU01292,L3,Droit,6.75,13.73,17.36,17.06,3.74,4,3.33,5.96,0
ETU01293,M1,Informatique,18.0,9.09,9.87,9.22,13.54,1,0.12,5.15,0
ETU01294,M1,Gestion,13.38,6.87,6.59,5.41,26.37,3,-1.46,5.68,0
ETU01295,L2,Droit,15.16,18.46,20.0,20.0,39.2,0,1.54,0.83,0
ETU01296,L1,Ingénierie,7.94,6.47,7.72,4.17,33.93,2,-2.3,7.4,1
ETU01297,L2,Médecine,12.93,12.41,14.57,14.4,33.86,4,1.99,0.61,0
ETU01298,L2,Droit,14.76,8.82,8.02,8.19,20.69,1,-0.63,5.78,0
ETU01299,M2,Informatique,11.93,8.7,9.38,7.64,22.57,0,-1.06,1.69,0
ETU01300,M1,Gestion,8.01,13.32,11.75,14.32,34.34,1,0.99,2.08,1
ETU01301,M2,Médecine,9.17,16.17,17.37,16.78,34.79,0,0.61,2.33,0
ETU01302,L1,Médecine,17.11,15.88,16.05,15.99,32.09,3,0.11,0.14,0
ETU01303,M1,Ingénierie,6.45,17.16,17.78,17.2,32.74,0,0.03,8.92,0
ETU01304,L1,Droit,15.22,9.1,9.08,9.26,35.19,1,0.16,8.04,0
ETU01305,L3,Gestion,18.99,11.52,11.34,13.61,4.55,2,2.09,0.31,0
ETU01306,L2,Droit,6.1,5.13,4.03,8.04,11.71,1,2.91,0.57,0
ETU01307,M2,Ingénierie,8.09,15.46,16.84,18.26,39.04,3,2.8,7.83,1
ETU01308,M1,Informatique,14.76,9.23,11.67,13.6,21.79,4,4.37,0.07,0
ETU01309,L3,Ingénierie,6.78,12.86,12.23,15.1,7.06,4,2.24,4.69,0
ETU01310,L3,Ingénierie,13.67,7.37,8.4,9.07,20.12,3,1.7,1.07,0
ETU01311,M1,Ingénierie,14.89,16.47,17.32,19.98,25.83,4,3.5,5.92,0
ETU01312,M1,Médecine,13.65,16.44,16.65,18.14,33.13,3,1.7,9.98,0
ETU01313,L3,Droit,10.75,17.28,15.19,15.71,32.49,0,-1.57,1.72,0
ETU01314,M1,Ingénierie,15.06,5.64,3.89,4.72,1.97,4,-0.93,9.57,0
ETU01315,M1,Informatique,13.73,18.89,17.92,15.49,18.14,2,-3.4,8.65,0
ETU01316,L1,Médecine,8.7,8.47,5.46,6.2,0.82,0,-2.27,9.86,0
ETU01317,L2,Droit,13.32,9.33,11.64,9.63,35.53,3,0.3,7.66,1
ETU01318,M2,Droit,17.46,8.49,9.24,7.1,6.96,1,-1.39,8.57,0
ETU01319,L2,Droit,14.67,8.75,8.9,9.49,24.99,2,0.74,5.95,0
ETU01320,M2,Informatique,12.13,12.74,9.65,8.28,22.82,3,-4.46,8.67,0
ETU01321,L3,Ingénierie,10.18,8.36,5.82,6.11,25.02,0,-2.25,1.12,0
ETU01322,L2,Médecine,7.12,10.51,10.71,11.22,22.54,2,0.7,7.42,0
ETU01323,L2,Médecine,9.18,14.18,17.33,17.91,28.62,0,3.73,6.29,0
ETU01324,L3,Informatique,6.15,16.7,15.86,14.8,25.04,0,-1.9,0.6,0
ETU01325,L1,Médecine,18.83,14.7,16.19,17.84,3.61,1,3.14,2.92,0
ETU01326,L2,Ingénierie,8.89,13.32,12.8,12.97,14.67,3,-0.35,2.16,0
ETU01327,M1,Ingénierie,16.59,7.07,7.35,8.31,21.86,2,1.24,4.05,0
ETU01328,M2,Gestion,8.19,16.43,18.45,16.95,13.01,0,0.53,1.98,0
ETU01329,M2,Informatique,9.69,5.52,5.2,5.24,30.41,3,-0.29,2.75,1
ETU01330,L2,Gestion,11.44,8.7,7.86,9.81,12.72,2,1.11,2.96,0
ETU01331,M1,Informatique,10.22,5.8,8.13,9.88,33.15,0,4.08,6.0,0
ETU01332,L2,Droit,16.38,14.34,14.61,13.72,5.87,2,-0.63,1.35,0
