etudiant_id,niveau,filiere,moy_semestre_prec,note_cc1,note_cc2,note_cc3,taux_absence_actuel,pente_evolution,nb_matieres_sous_10,ratio_notes_obtenues,moyenne_finale
ETU01020,L3,Médecine,18.54,15.37,16.29,15.97,18.68,0.6,2,0.877,15.13
ETU01021,L3,Informatique,12.66,11.93,13.27,13.32,20.21,1.39,0,0.597,11.68
ETU01022,L1,Médecine,9.06,10.79,12.54,12.09,23.33,1.3,3,0.976,11.47
ETU01023,L1,Ingénierie,8.26,16.61,19.19,17.61,14.66,1.0,2,0.577,12.98
ETU01024,L2,Droit,18.33,16.77,15.29,18.14,22.84,1.37,4,1.0,15.18
ETU01025,L2,Droit,17.58,13.24,11.51,12.04,5.93,-1.2,4,0.614,11.06
ETU01026,L2,Gestion,15.63,14.83,15.25,13.39,16.49,-1.44,0,0.855,12.31
ETU01027,L3,Ingénierie,12.64,11.48,10.3,10.87,3.29,-0.61,2,0.653,12.23
ETU01028,L3,Gestion,11.0,8.06,6.61,9.2,32.94,1.14,5,0.541,8.38
ETU01029,L1,Ingénierie,15.14,5.7,7.73,9.47,14.05,3.77,0,0.512,11.28
ETU01030,L1,Droit,6.12,14.15,12.84,12.36,21.61,-1.79,0,0.574,9.77
ETU01031,L1,Gestion,12.82,14.37,14.55,14.11,17.14,-0.26,5,0.704,13.57
ETU01032,M1,Droit,14.82,14.31,12.07,10.93,0.94,-3.38,2,0.79,11.92
ETU01033,M2,Informatique,15.8,12.87,13.17,12.35,2.19,-0.52,3,0.739,14.18
ETU01034,L1,Ingénierie,11.86,9.79,11.77,11.08,9.26,1.28,1,0.815,13.07
ETU01035,M2,Droit,15.69,8.39,10.41,8.51,23.62,0.12,2,0.548,13.26
ETU01036,L2,Droit,7.25,5.92,7.69,7.32,22.45,1.4,3,0.838,6.65
ETU01037,M2,Droit,9.03,7.07,7.15,7.97,6.58,0.9,1,0.893,9.11
ETU01038,L1,Médecine,7.88,13.8,15.66,15.34,17.1,1.55,5,0.615,11.37
ETU01039,M2,Médecine,10.42,15.75,16.6,17.22,12.85,1.47,5,0.896,12.25
ETU01040,L2,Médecine,10.47,17.71,17.25,19.98,19.9,2.27,3,0.625,12.55
ETU01041,M1,Informatique,10.86,6.17,6.95,10.0,11.71,3.83,1,0.722,7.58
ETU01042,L1,Médecine,12.06,16.4,17.92,18.12,31.37,1.73,1,0.903,11.92
ETU01043,L3,Médecine,11.67,13.36,11.57,13.19,16.53,-0.17,0,0.844,10.64
ETU01044,M2,Ingénierie,12.38,9.22,7.83,7.88,14.93,-1.34,4,0.752,8.41
ETU01045,L1,Gestion,15.78,15.16,15.15,14.71,24.62,-0.45,5,0.685,13.6
ETU01046,L3,Ingénierie,7.85,18.85,17.22,15.84,27.32,-3.01,5,0.782,11.76
ETU01047,M2,Ingénierie,10.56,10.31,8.66,9.09,15.31,-1.22,5,0.76,8.97
ETU01048,M2,Informatique,6.0,13.78,13.35,15.28,3.81,1.5,0,0.986,7.44
ETU01049,L3,Ingénierie,6.37,8.65,10.34,8.73,2.98,0.08,4,0.913,8.03
ETU01050,L1,Ingénierie,13.88,7.87,9.53,9.4,11.44,1.53,1,0.558,11.56
ETU01051,M2,Ingénierie,17.39,7.09,7.77,7.57,25.64,0.48,1,0.706,11.94
ETU01052,L1,Ingénierie,9.98,5.45,5.92,6.59,22.88,1.14,3,0.794,7.18
ETU01053,L3,Gestion,11.22,15.13,18.46,19.16,10.07,4.03,4,0.853,11.8
ETU01054,M2,Informatique,8.73,7.04,6.43,7.54,0.15,0.5,4,0.589,9.54
ETU01055,L1,Médecine,7.86,14.47,15.03,18.17,22.49,3.71,2,0.915,11.37
ETU01056,L3,Droit,17.49,17.17,16.49,15.49,19.75,-1.69,0,0.815,14.23
ETU01057,M1,Ingénierie,13.44,16.85,15.12,14.03,27.04,-2.82,0,0.534,10.88
ETU01058,L1,Droit,15.16,9.19,11.16,11.83,24.02,2.65,0,0.53,12.44
ETU01059,L3,Informatique,17.46,6.74,6.48,8.96,8.64,2.22,4,0.843,11.05
ETU01060,L1,Droit,13.65,11.2,12.45,10.55,25.65,-0.65,3,0.878,11.81
ETU01061,M1,Gestion,8.34,7.54,7.37,8.17,17.02,0.63,2,0.655,8.37
ETU01062,M2,Ingénierie,15.27,10.23,12.3,12.3,20.12,2.07,4,0.581,14.87
ETU01063,L2,Médecine,15.72,12.96,11.67,13.25,12.49,0.29,2,0.61,13.08
ETU01064,L2,Ingénierie,11.38,14.02,15.97,17.21,27.67,3.19,1,0.696,14.65
ETU01065,L1,Médecine,14.02,8.06,9.6,9.97,6.86,1.91,4,0.816,11.47
ETU01066,L3,Informatique,12.3,8.18,5.69,6.72,7.16,-1.46,3,0.594,8.85
ETU01067,L1,Ingénierie,10.33,17.12,16.55,15.86,8.31,-1.26,4,0.896,10.95
ETU01068,M2,Informatique,14.74,18.23,19.96,20.0,27.63,1.77,4,0.624,13.66
ETU01069,L1,Gestion,9.22,13.99,16.65,19.03,25.48,5.04,1,0.905,12.32
ETU01070,M1,Informatique,10.26,12.8,14.07,14.52,9.44,1.72,0,0.962,11.75
ETU01071,L2,Informatique,11.27,14.21,13.82,13.51,5.04,-0.71,3,0.582,9.64
ETU01072,M1,Ingénierie,13.99,6.8,5.55,5.63,0.99,-1.17,2,0.959,11.54
ETU01073,L1,Informatique,17.08,17.56,18.61,20.0,23.93,2.44,5,0.853,17.31
ETU01074,L3,Informatique,13.99,7.92,7.48,7.72,18.86,-0.2,1,0.944,8.3
ETU01075,L1,Informatique,15.44,14.38,14.0,12.5,24.58,-1.87,4,0.673,14.01
ETU01076,M1,Médecine,9.8,8.11,7.97,9.7,24.79,1.59,4,0.932,10.84
ETU01077,L1,Gestion,13.64,14.88,16.4,15.23,29.57,0.35,4,0.738,10.55
ETU01078,L3,Médecine,7.35,15.55,18.46,19.39,14.56,3.85,3,0.595,11.05
ETU01079,L3,Gestion,12.02,15.37,17.11,14.62,28.95,-0.76,0,0.998,11.27
ETU01080,L1,Gestion,14.97,11.0,11.22,11.68,15.25,0.68,4,0.974,13.37
ETU01081,L1,Informatique,8.34,13.5,12.35,12.55,24.77,-0.95,1,0.562,9.25
ETU01082,L3,Gestion,17.73,13.37,14.57,11.92,19.29,-1.45,3,0.728,13.34
ETU01083,L2,Gestion,11.42,15.08,17.78,18.58,32.25,3.5,1,0.993,13.16
ETU01084,M2,Ingénierie,14.72,11.99,13.69,12.34,12.95,0.35,1,0.774,14.69
ETU01085,M1,Droit,12.11,12.1,12.61,13.04,24.14,0.94,2,0.749,11.25
ETU01086,L2,Droit,15.52,14.58,14.05,13.73,20.93,-0.85,2,0.598,12.74
ETU01087,L2,Ingénierie,13.6,7.38,8.1,6.18,34.95,-1.2,5,0.71,9.05
ETU01088,L3,Droit,7.59,14.13,16.07,14.8,2.7,0.66,2,0.749,11.72
ETU01089,M2,Ingénierie,18.02,7.08,7.62,6.48,20.93,-0.6,5,0.857,10.05
ETU01090,L3,Gestion,14.58,15.15,15.19,16.97,8.14,1.82,4,0.725,13.91
ETU01091,L3,Ingénierie,12.14,10.44,9.61,11.17,30.95,0.72,3,0.817,9.15
ETU01092,M1,Informatique,14.8,16.75,20.0,20.0,27.81,3.25,5,0.551,13.14
ETU01093,L2,Droit,9.39,6.24,5.1,4.63,23.16,-1.6,5,0.882,4.94
ETU01094,M1,Droit,16.0,11.45,10.17,9.66,16.81,-1.79,2,0.502,11.62
ETU01095,L2,Ingénierie,11.35,7.34,7.79,8.29,23.85,0.95,2,0.821,10.59
ETU01096,L3,Gestion,16.47,17.16,17.06,16.83,19.4,-0.34,3,0.913,12.38
ETU01097,M1,Gestion,9.56,6.75,8.49,7.91,10.06,1.16,1,0.883,9.65
ETU01098,L1,Gestion,16.27,11.79,13.58,13.96,28.68,2.17,1,0.574,12.49
ETU01099,M1,Médecine,17.79,6.47,4.85,6.21,17.94,-0.27,1,0.922,10.18
ETU01100,L2,Gestion,18.75,16.17,15.23,12.37,9.0,-3.8,3,0.54,15.36
ETU01101,L1,Droit,16.1,8.95,7.84,7.28,23.25,-1.67,5,0.533,12.62
ETU01102,L2,Médecine,15.15,13.32,14.69,12.89,0.65,-0.43,4,0.911,15.28
ETU01103,M1,Gestion,12.76,7.38,8.22,8.29,25.2,0.91,1,0.591,10.31
ETU01104,M1,Gestion,7.37,9.92,9.57,10.51,16.46,0.59,4,0.724,8.41
ETU01105,L2,Informatique,13.28,6.59,7.12,9.09,22.2,2.5,3,0.968,10.59
ETU01106,L2,Informatique,13.32,12.71,11.22,10.87,5.5,-1.84,5,0.604,14.67
ETU01107,M2,Ingénierie,6.84,5.05,4.13,4.59,25.14,-0.45,3,0.89,5.71
ETU01108,L2,Ingénierie,14.98,18.9,17.15,14.93,25.31,-3.97,5,0.792,14.97
ETU01109,L2,Informatique,7.94,10.83,11.25,10.26,25.96,-0.57,4,0.703,7.95
ETU01110,L3,Droit,13.76,13.81,14.22,14.84,16.35,1.02,3,0.73,11.82
ETU01111,M1,Informatique,12.14,9.01,7.74,6.0,22.42,-3.02,4,0.705,11.36
ETU01112,L3,Ingénierie,17.38,8.55,9.38,11.53,19.22,2.99,5,0.914,12.64
ETU01113,L3,Médecine,9.02,16.85,18.63,19.72,8.16,2.87,1,0.907,13.05
ETU01114,M1,Médecine,8.23,15.61,14.27,13.21,0.81,-2.4,4,0.687,11.37
ETU01115,M2,Gestion,13.17,14.01,13.72,11.79,14.48,-2.21,5,0.849,10.83
ETU01116,M1,Gestion,11.98,15.53,16.5,15.72,28.52,0.19,3,0.766,11.71
ETU01117,L3,Ingénierie,8.1,7.45,7.64,6.6,11.28,-0.86,2,0.874,7.22
ETU01118,M1,Droit,13.98,18.08,16.22,14.69,26.22,-3.38,0,0.525,13.66
ETU01119,M1,Droit,17.78,11.37,10.91,9.1,22.39,-2.27,4,0.668,13.12
ETU01120,L2,Ingénierie,15.62,17.16,16.65,16.61,12.36,-0.56,5,0.668,13.69
ETU01121,M1,Ingénierie,8.72,15.3,15.25,16.65,0.02,1.34,3,0.798,14.16
ETU01122,M1,Gestion,9.1,9.0,9.01,8.24,15.09,-0.76,5,0.604,8.64
ETU01123,L2,Informatique,13.25,12.97,15.52,16.49,13.75,3.52,0,0.766,13.38
ETU01124,L2,Gestion,14.81,18.53,18.42,18.23,4.86,-0.3,3,0.99,16.61
ETU01125,M1,Médecine,18.73,5.52,3.14,4.36,28.66,-1.16,4,0.522,9.71
ETU01126,L1,Informatique,7.36,10.97,11.31,10.43,33.44,-0.54,2,0.752,7.74
ETU01127,L2,Gestion,13.1,13.69,16.51,17.23,4.24,3.54,5,0.569,13.82
ETU01128,M1,Ingénierie,18.84,9.76,9.71,10.19,8.08,0.43,0,0.791,11.98
ETU01129,L3,Droit,7.44,9.45,8.99,11.34,22.14,1.89,5,0.62,8.06
ETU01130,L1,Gestion,18.64,15.48,15.22,16.36,33.28,0.88,0,0.951,17.49
ETU01131,L1,Droit,12.01,17.83,18.9,19.59,32.69,1.76,0,0.659,15.62
ETU01132,L1,Ingénierie,15.33,12.53,12.26,10.36,32.6,-2.17,4,0.979,12.88
ETU01133,L3,Gestion,11.53,18.27,16.2,15.71,15.41,-2.56,5,0.502,13.87
ETU01134,L1,Droit,16.93,6.42,5.61,4.71,34.51,-1.71,2,0.916,10.95
ETU01135,M1,Médecine,17.81,8.18,8.29,7.35,12.76,-0.83,1,0.631,11.83
ETU01136,M1,Droit,8.17,6.23,7.23,7.55,3.03,1.33,3,0.601,10.23
ETU01137,L3,Ingénierie,15.71,11.1,10.42,11.08,24.66,-0.01,1,0.942,11.07
ETU01138,L2,Droit,6.27,13.77,13.53,14.25,19.47,0.48,1,0.652,10.67
ETU01139,L1,Médecine,9.6,7.81,8.07,10.27,27.98,2.46,0,0.792,8.37
ETU01140,M2,Gestion,13.18,11.28,10.31,11.34,21.74,0.06,3,0.868,10.62
ETU01141,M1,Informatique,13.84,14.58,14.64,13.1,28.72,-1.48,0,0.71,13.09
ETU01142,L2,Gestion,10.75,13.95,14.85,15.46,12.04,1.5,4,0.551,14.26
ETU01143,L2,Informatique,9.52,13.81,12.23,13.41,10.08,-0.4,1,0.961,12.56
ETU01144,L2,Médecine,8.23,13.48,14.14,16.34,26.5,2.85,5,0.824,10.72
ETU01145,L2,Droit,9.12,18.81,17.38,17.45,17.42,-1.37,4,0.946,12.0
ETU01146,L3,Médecine,7.69,14.99,13.59,13.67,6.28,-1.32,2,0.884,11.35
ETU01147,L2,Médecine,9.4,17.71,16.91,18.83,13.13,1.12,2,0.887,14.05
ETU01148,M1,Droit,16.68,18.32,20.0,20.0,28.02,1.68,1,0.795,13.59
ETU01149,L1,Ingénierie,9.74,17.04,14.66,12.57,32.34,-4.47,0,0.503,10.51
ETU01150,M1,Droit,17.8,6.33,5.84,3.42,26.61,-2.92,0,0.941,9.61
ETU01151,L1,Médecine,9.19,12.41,12.57,15.63,25.13,3.22,3,0.915,10.23
ETU01152,L2,Médecine,12.4,10.34,12.29,10.02,28.41,-0.32,5,0.864,8.94
ETU01153,M2,Médecine,8.18,6.36,9.48,9.53,7.02,3.17,4,0.939,6.55
ETU01154,M1,Droit,6.22,12.9,12.47,14.09,20.29,1.19,5,0.592,7.43
ETU01155,M2,Droit,14.13,7.98,8.99,6.64,20.8,-1.34,4,0.641,9.66
ETU01156,L3,Ingénierie,10.39,13.14,13.2,11.88,33.11,-1.26,2,0.579,10.97
ETU01157,L1,Ingénierie,10.49,16.44,16.49,14.92,0.54,-1.52,5,0.823,11.26
ETU01158,M2,Informatique,11.3,10.51,11.12,14.13,33.97,3.61,1,0.719,9.64
ETU01159,M1,Ingénierie,16.11,18.3,16.12,19.45,25.41,1.15,1,0.551,15.45
ETU01160,L3,Ingénierie,11.2,15.73,15.86,15.06,0.79,-0.67,4,0.788,12.84
ETU01161,M1,Droit,7.12,16.26,17.14,18.31,18.16,2.05,0,0.669,13.32
ETU01162,L2,Droit,9.62,6.57,5.48,6.24,2.44,-0.33,4,0.745,9.53
ETU01163,M1,Droit,13.49,18.19,19.07,18.95,21.12,0.76,1,0.631,13.03
ETU01164,M1,Droit,18.92,5.48,3.09,0.95,15.81,-4.53,4,0.581,9.8
ETU01165,L1,Informatique,7.86,16.81,17.15,20.0,27.03,3.19,4,0.725,12.31
ETU01166,L1,Gestion,10.2,5.42,7.63,5.2,20.28,-0.21,0,0.613,7.29
ETU01167,M2,Ingénierie,12.31,7.27,7.15,7.76,27.52,0.49,1,0.703,9.09
ETU01168,M1,Droit,18.28,9.41,8.15,7.48,12.91,-1.94,5,0.691,10.33
ETU01169,L2,Gestion,7.41,15.33,13.39,15.2,29.99,-0.13,5,0.97,8.11
ETU01170,L3,Gestion,16.32,17.59,18.38,19.95,30.32,2.35,3,0.593,16.63
ETU01171,L1,Médecine,15.4,14.33,15.92,14.75,22.94,0.42,2,0.643,13.79
ETU01172,L1,Droit,9.98,15.19,15.3,14.42,9.23,-0.77,3,0.896,10.82
ETU01173,L1,Droit,16.06,9.06,8.56,6.54,34.7,-2.52,4,0.648,10.12
ETU01174,L1,Gestion,13.47,18.66,15.96,16.55,28.62,-2.1,0,0.74,15.37
ETU01175,L1,Informatique,8.23,10.71,11.09,12.46,29.81,1.75,1,0.881,8.43
ETU01176,L1,Gestion,9.71,17.78,16.95,16.58,0.4,-1.2,0,0.502,13.22
ETU01177,M2,Droit,10.27,15.91,15.16,15.09,28.92,-0.81,3,0.978,12.3
ETU01178,L1,Gestion,10.2,10.14,12.77,15.93,7.62,5.79,0,0.731,13.3
ETU01179,L1,Droit,15.7,9.8,7.3,9.01,17.79,-0.8,5,0.88,10.33
ETU01180,L3,Ingénierie,14.58,14.51,12.21,14.53,24.65,0.02,2,0.96,11.04
ETU01181,M1,Informatique,16.66,18.17,18.71,15.65,14.36,-2.52,5,0.938,13.59
ETU01182,M1,Ingénierie,12.64,14.41,14.03,15.16,8.53,0.74,5,0.61,13.41
ETU01183,L1,Informatique,10.56,17.0,16.43,17.1,17.51,0.1,1,0.778,14.81
ETU01184,L1,Droit,6.88,18.53,19.14,17.56,10.49,-0.97,4,0.705,12.32
ETU01185,L1,Médecine,16.33,9.62,10.2,8.94,21.54,-0.68,0,0.766,11.33
ETU01186,L1,Gestion,6.97,12.54,11.28,11.25,3.84,-1.29,5,0.89,10.57
ETU01187,L1,Gestion,9.92,13.53,12.84,11.13,14.29,-2.4,4,0.677,9.79
ETU01188,M2,Droit,14.7,8.04,8.31,7.42,20.71,-0.62,4,0.739,9.63
ETU01189,L3,Informatique,15.93,16.17,16.62,16.22,34.67,0.06,3,0.804,13.46
ETU01190,L2,Ingénierie,6.89,8.66,9.59,10.75,17.34,2.09,0,0.635,7.78
ETU01191,L1,Gestion,13.9,14.9,14.22,13.46,14.91,-1.43,1,0.803,12.01
ETU01192,M2,Médecine,7.78,12.33,13.05,12.68,34.62,0.35,4,0.574,10.55
ETU01193,M1,Gestion,15.84,16.71,18.34,20.0,32.39,3.29,1,0.811,14.31
ETU01194,L1,Ingénierie,15.49,12.16,12.43,10.09,23.55,-2.08,3,0.572,10.25
ETU01195,L3,Informatique,15.72,13.21,13.26,13.9,19.07,0.69,4,0.888,13.88
ETU01196,M2,Médecine,6.83,7.54,7.38,8.27,9.48,0.73,5,0.597,6.46
ETU01197,L2,Médecine,13.27,16.31,15.59,16.51,21.83,0.2,0,0.823,12.13
ETU01198,M1,Médecine,9.13,10.63,9.42,8.97,29.19,-1.66,3,0.791,9.5
ETU01199,L2,Informatique,12.45,13.12,12.87,11.57,34.36,-1.54,0,0.713,10.24
ETU01200,L1,Informatique,18.86,16.84,17.72,20.0,5.98,3.16,1,0.823,16.38
ETU01201,L2,Ingénierie,7.18,11.71,10.58,9.59,9.59,-2.12,5,0.923,8.68
ETU01202,L2,Gestion,13.72,8.84,8.93,7.55,30.95,-1.29,4,0.56,9.71
ETU01203,L1,Ingénierie,8.14,8.72,8.63,8.96,30.13,0.24,4,0.838,7.43
ETU01204,L2,Ingénierie,12.63,12.93,15.8,14.99,25.08,2.06,4,0.705,9.37
ETU01205,M2,Médecine,12.77,9.08,10.36,12.24,3.63,3.16,0,0.837,11.54
ETU01206,L1,Informatique,11.93,9.74,11.0,10.9,24.72,1.16,3,0.938,12.39
ETU01207,L1,Gestion,14.32,8.29,9.87,11.94,16.42,3.65,1,0.826,12.55
ETU01208,L2,Informatique,18.66,11.25,10.63,11.6,12.99,0.35,0,0.58,13.54
ETU01209,M2,Informatique,16.47,11.53,13.79,13.51,8.77,1.98,5,0.708,14.2
ETU01210,M1,Ingénierie,18.46,12.36,12.8,14.77,11.13,2.41,2,0.775,15.49
ETU01211,L3,Droit,8.46,13.3,13.43,12.76,18.75,-0.54,1,0.563,9.13
ETU01212,M1,Médecine,18.91,13.23,11.61,11.43,5.67,-1.8,5,0.822,15.73
ETU01213,L1,Informatique,9.97,10.14,9.74,10.83,17.83,0.69,4,0.857,9.83
ETU01214,L2,Informatique,6.44,17.61,15.16,15.8,1.69,-1.81,1,0.881,10.44
ETU01215,M2,Droit,11.67,12.16,11.99,11.28,14.37,-0.88,4,0.56,12.84
ETU01216,M1,Droit,9.2,16.65,15.99,13.98,33.6,-2.67,4,0.853,8.07
ETU01217,L3,Droit,15.91,12.8,12.41,12.68,25.86,-0.13,1,0.683,11.47
ETU01218,L2,Informatique,7.13,10.19,8.31,7.52,2.4,-2.67,1,0.606,9.09
ETU01219,L2,Gestion,13.12,15.34,16.6,16.94,24.07,1.6,1,0.762,14.0
ETU01220,L1,Informatique,9.76,7.48,8.57,8.23,6.86,0.76,1,0.786,11.27
ETU01221,M2,Informatique,8.69,18.58,20.0,20.0,16.6,1.42,1,0.728,10.0
ETU01222,L1,Gestion,17.38,13.01,15.7,15.6,10.3,2.59,2,0.92,15.88
ETU01223,M2,Médecine,12.7,6.46,6.89,7.08,32.7,0.62,1,0.578,7.79
ETU01224,L2,Médecine,10.23,10.9,12.63,13.98,1.91,3.08,0,0.704,11.93
ETU01225,M2,Ingénierie,15.7,14.98,15.57,16.5,30.83,1.53,4,0.634,13.59
ETU01226,L1,Gestion,17.09,5.95,5.51,8.95,24.55,3.0,2,0.524,12.47
ETU01227,L3,Droit,11.75,8.66,8.44,8.95,12.7,0.29,0,0.67,9.91
ETU01228,L1,Ingénierie,8.37,17.94,19.1,18.39,30.79,0.45,4,0.859,12.74
ETU01229,L1,Droit,18.93,9.99,16.32,16.37,14.22,6.38,1,0.762,14.47
ETU01230,L2,Informatique,10.67,7.23,9.18,10.33,24.44,3.1,2,0.709,9.42
ETU01231,M1,Droit,8.67,6.38,6.95,8.75,27.58,2.37,5,0.737,8.04
ETU01232,M2,Informatique,7.34,13.67,14.59,16.9,10.02,3.24,1,0.656,12.85
ETU01233,L1,Gestion,7.61,12.81,13.73,12.5,2.53,-0.31,1,0.561,11.23
ETU01234,M1,Gestion,18.26,14.07,14.13,16.35,30.38,2.29,4,0.795,14.75
ETU01235,M2,Ingénierie,18.31,18.41,19.75,19.98,8.1,1.57,0,0.908,17.78
ETU01236,M2,Médecine,12.6,5.84,5.81,4.72,32.61,-1.12,3,0.895,9.84
ETU01237,L2,Médecine,15.0,7.77,6.45,6.44,11.03,-1.32,4,0.617,11.08
ETU01238,L1,Ingénierie,16.82,8.27,9.2,11.31,14.52,3.04,2,0.717,11.42
ETU01239,M2,Ingénierie,13.25,10.98,12.1,13.09,15.06,2.11,0,0.776,12.83
ETU01240,M2,Gestion,14.67,6.69,6.68,5.16,16.38,-1.54,4,0.901,10.03
ETU01241,L2,Droit,18.57,10.74,11.4,9.9,33.7,-0.84,4,0.598,12.42
ETU01242,L1,Droit,8.24,16.43,18.07,16.52,8.58,0.09,2,0.566,10.77
ETU01243,L3,Informatique,7.8,7.29,7.41,6.62,21.29,-0.68,0,0.966,8.35
ETU01244,L2,Informatique,15.79,17.83,17.36,17.78,10.29,-0.05,3,0.573,15.61
ETU01245,L3,Gestion,15.14,17.76,16.89,15.5,4.58,-2.25,4,0.995,13.22
ETU01246,L1,Informatique,8.42,12.18,12.0,11.66,10.11,-0.52,0,0.799,8.67
ETU01247,M2,Médecine,9.93,17.04,19.54,20.0,19.33,2.96,2,0.749,15.21
ETU01248,L3,Informatique,14.91,14.96,14.86,17.59,21.24,2.63,2,0.594,14.88
ETU01249,L1,Gestion,12.43,9.99,10.73,13.36,9.23,3.36,2,0.93,11.72
ETU01250,L2,Informatique,17.62,12.86,12.58,10.19,34.56,-2.68,1,0.586,13.64
ETU01251,M1,Droit,16.88,6.63,6.22,9.03,12.7,2.4,3,0.701,11.24
ETU01252,M1,Ingénierie,12.33,11.94,10.82,11.26,29.12,-0.68,5,0.524,10.34
ETU01253,L1,Informatique,14.67,16.62,16.97,17.39,1.23,0.77,0,0.511,14.81
ETU01254,M1,Médecine,14.36,13.19,12.62,14.46,24.33,1.27,0,0.865,13.87
ETU01255,M2,Droit,7.2,10.35,12.46,13.81,10.62,3.47,2,0.604,7.99
ETU01256,L2,Ingénierie,11.53,14.29,14.33,11.83,18.79,-2.46,4,0.8,10.02
ETU01257,M1,Droit,11.72,18.68,18.81,18.19,29.28,-0.49,0,0.862,11.73
ETU01258,M1,Ingénierie,17.67,5.94,5.87,5.63,25.37,-0.32,4,0.746,12.02
ETU01259,M2,Médecine,17.51,9.63,10.38,8.69,12.59,-0.94,4,0.828,12.5
ETU01260,L1,Médecine,6.75,7.18,9.62,11.42,25.64,4.23,1,0.621,7.05
ETU01261,M2,Droit,16.99,18.4,17.04,19.5,14.49,1.1,1,0.909,15.53
ETU01262,L1,Gestion,13.95,12.64,13.26,13.54,2.22,0.9,1,0.603,12.26
ETU01263,L3,Droit,6.21,6.82,4.66,5.41,23.3,-1.41,4,0.795,4.39
ETU01264,L1,Informatique,10.96,13.57,15.61,15.89,32.79,2.32,0,0.918,13.18
ETU01265,L1,Médecine,17.55,12.01,12.04,12.49,2.93,0.49,2,0.897,13.9
ETU01266,L2,Informatique,10.66,5.83,3.79,5.76,24.07,-0.07,1,0.526,9.58
ETU01267,L1,Ingénierie,14.79,17.1,15.39,13.04,29.39,-4.06,2,0.684,11.19
ETU01268,L1,Informatique,13.35,14.93,16.35,17.38,20.88,2.45,5,0.926,13.77
ETU01269,L2,Informatique,13.67,5.07,2.78,3.09,16.99,-1.98,0,0.925,7.19
ETU01270,L1,Informatique,12.25,18.44,19.05,18.28,8.3,-0.15,0,0.818,17.01
ETU01271,L2,Informatique,12.27,7.23,6.79,6.33,6.78,-0.9,2,0.554,7.64
ETU01272,L2,Informatique,17.73,5.0,4.91,7.96,13.87,2.96,2,0.702,13.89
ETU01273,L3,Ingénierie,11.38,10.98,10.17,8.48,22.45,-2.5,5,0.981,9.69
ETU01274,M2,Médecine,8.49,6.97,5.74,5.79,11.01,-1.18,1,0.553,7.6
ETU01275,L1,Gestion,11.46,12.98,12.45,15.2,17.09,2.21,3,0.901,12.33
ETU01276,M2,Gestion,15.53,9.36,10.42,8.81,21.0,-0.55,4,0.709,10.42
ETU01277,L3,Gestion,12.18,7.59,7.35,6.97,7.35,-0.62,4,0.872,10.69
ETU01278,M2,Droit,15.52,18.79,19.63,19.99,25.95,1.2,2,0.527,16.23
ETU01279,L3,Gestion,9.12,9.66,9.49,10.41,22.0,0.76,5,0.505,8.98
ETU01280,L1,Droit,13.58,10.81,11.92,12.1,20.71,1.3,2,0.65,12.02
ETU01281,L2,Gestion,17.24,9.12,9.94,8.9,16.73,-0.22,2,0.935,14.77
ETU01282,L1,Gestion,12.88,16.72,16.11,17.08,12.77,0.36,0,0.84,14.32
ETU01283,M2,Droit,14.28,7.75,6.52,6.67,19.21,-1.08,5,0.806,9.13
ETU01284,L3,Informatique,14.82,6.79,8.42,9.66,26.8,2.88,5,0.999,11.68
ETU01285,M2,Droit,15.62,17.34,16.32,18.01,24.71,0.67,1,0.674,13.85
ETU01286,M1,Droit,10.55,7.57,8.52,6.59,25.82,-0.98,3,0.925,7.76
ETU01287,M2,Informatique,14.15,17.01,17.26,19.11,7.33,2.1,5,0.555,15.07
ETU01288,L2,Ingénierie,11.41,13.09,12.6,12.52,27.29,-0.58,0,0.585,9.81
ETU01289,L2,Ingénierie,11.08,16.53,17.37,18.91,11.74,2.38,4,0.739,13.1
ETU01290,M1,Médecine,12.18,5.98,8.23,9.27,8.16,3.29,4,0.98,10.95
ETU01291,M2,Ingénierie,11.3,18.49,19.63,20.0,4.25,1.51,3,0.852,16.3
ETU01292,M2,Ingénierie,6.34,9.2,9.59,9.9,29.06,0.7,4,0.556,8.3
ETU01293,M2,Médecine,15.65,5.82,8.45,8.15,21.81,2.33,1,0.977,9.42
ETU01294,L2,Gestion,13.6,15.71,13.4,12.93,29.45,-2.78,2,0.883,10.51
ETU01295,M1,Gestion,7.79,7.5,6.03,4.77,19.65,-2.72,3,0.868,9.11
ETU01296,M2,Ingénierie,9.4,9.92,9.42,10.93,30.11,1.02,5,0.776,8.18
ETU01297,L2,Droit,13.94,13.33,15.65,14.3,19.48,0.98,0,0.697,11.2
ETU01298,L1,Médecine,12.73,5.96,7.57,9.07,22.6,3.11,1,0.555,8.8
ETU01299,L3,Ingénierie,15.4,7.83,5.45,5.42,1.97,-2.41,1,0.81,11.9
ETU01300,L3,Ingénierie,12.36,11.85,11.39,9.05,23.44,-2.8,5,0.564,10.53
ETU01301,M1,Médecine,16.98,10.91,9.12,11.65,20.92,0.75,4,0.795,13.39
ETU01302,L1,Gestion,7.01,12.81,12.95,8.18,8.47,-4.62,5,0.77,8.64
ETU01303,L3,Informatique,13.97,15.2,16.75,16.93,3.95,1.73,3,0.798,12.72
ETU01304,L3,Ingénierie,10.83,9.94,11.61,12.26,12.15,2.31,3,0.913,8.55
